idx	gene_symbol
4851	IKBKG
4852	IKZF1
4853	IKZF2
4854	IKZF3
4855	IKZF4
4856	IKZF5
4857	IL10
4858	IL10RA
4859	IL10RB
4860	IL11RA
4861	IL12RB1
4862	IL12RB2
4863	IL13RA1
4864	IL13RA2
4865	IL15
4866	IL15RA
4867	IL16
4868	IL17C
4869	IL17D
4870	IL17RA
4871	IL17RB
4872	IL17RC
4873	IL17RD
4874	IL18
4875	IL18BP
4876	IL18R1
4877	IL18RAP
4878	IL1B
4879	IL1R1
4880	IL1R2
4881	IL1RAP
4882	IL1RAPL1
4883	IL1RL2
4884	IL1RN
4885	IL20RA
4886	IL21R
4887	IL22RA1
4888	IL23A
4889	IL24
4890	IL25
4891	IL27RA
4892	IL2RA
4893	IL2RB
4894	IL2RG
4895	IL31RA
4896	IL32
4897	IL33
4898	IL37
4899	IL4
4900	IL4R
4901	IL5RA
4902	IL6
4903	IL6R
4904	IL6ST
4905	IL7
4906	IL7R
4907	ILDR2
4908	ILF2
4909	ILF3
4910	ILK
4911	ILKAP
4912	ILVBL
4913	IMMP2L
4914	IMMT
4915	IMP3
4916	IMP4
4917	IMPA1
4918	IMPA2
4919	IMPACT
4920	IMPDH1
4921	IMPDH2
4922	IMPG2
4923	INCENP
4924	INF2
4925	ING1
4926	ING2
4927	ING3
4928	ING4
4929	ING5
4930	INHBA
4931	INHBB
4932	INIP
4933	INO80
4934	INO80B
4935	INO80C
4936	INO80D
4937	INO80E
4938	INPP1
4939	INPP4A
4940	INPP4B
4941	INPP5A
4942	INPP5B
4943	INPP5D
4944	INPP5E
4945	INPP5F
4946	INPP5J
4947	INPP5K
4948	INPPL1
4949	INS
4950	INSIG1
4951	INSIG2
4952	INSL3
4953	INSM1
4954	INSR
4955	INTS1
4956	INTS10
4957	INTS12
4958	INTS2
4959	INTS3
4960	INTS4
4961	INTS5
4962	INTS6
4963	INTS7
4964	INTS8
4965	INTS9
4966	INTU
4967	INVS
4968	IP6K1
4969	IP6K2
4970	IP6K3
4971	IPCEF1
4972	IPO11
4973	IPO13
4974	IPO4
4975	IPO5
4976	IPO7
4977	IPO8
4978	IPO9
4979	IPPK
4980	IQCA1
4981	IQCB1
4982	IQCC
4983	IQCE
4984	IQCG
4985	IQCK
4986	IQGAP1
4987	IQGAP2
4988	IQGAP3
4989	IQSEC1
4990	IQSEC2
4991	IQSEC3
4992	IRAK1
4993	IRAK2
4994	IRAK3
4995	IRAK4
4996	IREB2
4997	IRF1
4998	IRF2
4999	IRF2BP1
5000	IRF2BP2
5001	IRF2BPL
5002	IRF3
5003	IRF4
5004	IRF5
5005	IRF6
5006	IRF7
5007	IRF8
5008	IRF9
5009	IRS2
5010	IRS4
5011	IRX1
5012	IRX3
5013	IRX4
5014	ISCA1
5015	ISCA2
5016	ISCU
5017	ISG15
5018	ISG20
5019	ISG20L2
5020	ISL2
5021	ISLR
5022	ISOC1
5023	ISOC2
5024	IST1
5025	ISY1
5026	ISYNA1
5027	ITCH
5028	ITFG1
5029	ITFG2
5030	ITGA1
5031	ITGA10
5032	ITGA2
5033	ITGA2B
5034	ITGA3
5035	ITGA4
5036	ITGA5
5037	ITGA6
5038	ITGA7
5039	ITGA8
5040	ITGA9
5041	ITGAD
5042	ITGAE
5043	ITGAL
5044	ITGAM
5045	ITGAV
5046	ITGAX
5047	ITGB1
5048	ITGB1BP1
5049	ITGB1BP2
5050	ITGB2
5051	ITGB3
5052	ITGB3BP
5053	ITGB4
5054	ITGB5
5055	ITGB7
5056	ITGB8
5057	ITGBL1
5058	ITIH4
5059	ITIH5
5060	ITK
5061	ITLN1
5062	ITM2A
5063	ITM2B
5064	ITM2C
5065	ITPA
5066	ITPK1
5067	ITPKA
5068	ITPKB
5069	ITPKC
5070	ITPR1
5071	ITPR2
5072	ITPR3
5073	ITPRIP
5074	ITPRIPL1
5075	ITSN1
5076	ITSN2
5077	IVD
5078	IVNS1ABP
5079	IWS1
5080	IZUMO4
5081	JADE1
5082	JADE2
5083	JADE3
5084	JAG1
5085	JAG2
5086	JAK1
5087	JAK2
5088	JAK3
5089	JAKMIP1
5090	JAKMIP2
5091	JAKMIP3
5092	JAM2
5093	JAM3
5094	JARID2
5095	JAZF1
5096	JDP2
5097	JKAMP
5098	JMJD1C
5099	JMJD4
5100	JMJD6
5101	JMJD8
5102	JMY
5103	JOSD1
5104	JOSD2
5105	JPH2
5106	JPX
5107	JRK
5108	JRKL
5109	JSRP1
5110	JTB
5111	JUN
5112	JUNB
5113	JUND
5114	JUP
5115	KALRN
5116	KANK1
5117	KANK2
5118	KANK3
5119	KANK4
5120	KANSL1
5121	KANSL1-AS1
5122	KANSL1L
5123	KANSL2
5124	KANSL3
5125	KAT2A
5126	KAT2B
5127	KAT5
5128	KAT6A
5129	KAT6B
5130	KAT7
5131	KAT8
5132	KATNA1
5133	KATNAL1
5134	KATNB1
5135	KATNBL1
5136	KAZALD1
5137	KAZN
5138	KBTBD11
5139	KBTBD2
5140	KBTBD3
5141	KBTBD4
5142	KBTBD6
5143	KBTBD7
5144	KBTBD8
5145	KCMF1
5146	KCNA3
5147	KCNA5
5148	KCNAB1
5149	KCNAB2
5150	KCNAB3
5151	KCNB1
5152	KCNC2
5153	KCNC4
5154	KCND1
5155	KCND3
5156	KCNE3
5157	KCNE4
5158	KCNG1
5159	KCNG2
5160	KCNH2
5161	KCNH3
5162	KCNH4
5163	KCNH6
5164	KCNH8
5165	KCNIP1
5166	KCNIP2
5167	KCNIP3
5168	KCNJ10
5169	KCNJ14
5170	KCNJ15
5171	KCNJ16
5172	KCNJ2
5173	KCNJ3
5174	KCNJ8
5175	KCNK1
5176	KCNK10
5177	KCNK12
5178	KCNK13
5179	KCNK17
5180	KCNK3
5181	KCNK4
5182	KCNK5
5183	KCNK6
5184	KCNK7
5185	KCNMA1
5186	KCNMB1
5187	KCNMB2
5188	KCNMB3
5189	KCNMB4
5190	KCNN2
5191	KCNN3
5192	KCNN4
5193	KCNQ1
5194	KCNQ3
5195	KCNQ4
5196	KCNRG
5197	KCNS1
5198	KCNS3
5199	KCTD10
5200	KCTD11
5201	KCTD12
5202	KCTD13
5203	KCTD15
5204	KCTD17
5205	KCTD18
5206	KCTD2
5207	KCTD20
5208	KCTD21
5209	KCTD3
5210	KCTD5
5211	KCTD6
5212	KCTD9
5213	KDELR1
5214	KDELR2
5215	KDELR3
5216	KDM1A
5217	KDM2A
5218	KDM2B
5219	KDM3A
5220	KDM3B
5221	KDM4A
5222	KDM4B
5223	KDM4C
5224	KDM4D
5225	KDM5A
5226	KDM5B
5227	KDM5C
5228	KDM5D
5229	KDM6A
5230	KDM6B
5231	KDM7A
5232	KDM8
5233	KDR
5234	KDSR
5235	KEAP1
5236	KEL
5237	KHDC1
5238	KHDRBS1
5239	KHDRBS3
5240	KHK
5241	KHNYN
5242	KHSRP
5243	KIAA0040
5244	KIAA0100
5245	KIAA0232
5246	KIAA0319
5247	KIAA0319L
5248	KIAA0513
5249	KIAA0586
5250	KIAA0753
5251	KIAA0825
5252	KIAA0930
5253	KIAA1191
5254	KIAA1328
5255	KIAA1522
5256	KIAA1549L
5257	KIAA1586
5258	KIAA1671
5259	KIDINS220
5260	KIF11
5261	KIF13B
5262	KIF14
5263	KIF15
5264	KIF16B
5265	KIF17
5266	KIF18A
5267	KIF1A
5268	KIF1B
5269	KIF1C
5270	KIF20A
5271	KIF20B
5272	KIF21A
5273	KIF21B
5274	KIF22
5275	KIF23
5276	KIF25
5277	KIF26B
5278	KIF27
5279	KIF2A
5280	KIF2B
5281	KIF2C
5282	KIF3A
5283	KIF3B
5284	KIF3C
5285	KIF4A
5286	KIF5A
5287	KIF5B
5288	KIF5C
5289	KIF6
5290	KIFAP3
5291	KIFC2
5292	KIFC3
5293	KIN
5294	KIR2DL1
5295	KIR2DS4
5296	KIR3DL1
5297	KISS1R
5298	KIT
5299	KITLG
5300	KL
5301	KLB
5302	KLC1
5303	KLC2
5304	KLC3
5305	KLC4
5306	KLF1
5307	KLF10
5308	KLF11
5309	KLF12
5310	KLF13
5311	KLF14
5312	KLF15
5313	KLF2
5314	KLF3
5315	KLF3-AS1
5316	KLF4
5317	KLF5
5318	KLF6
5319	KLF7
5320	KLF8
5321	KLF9
5322	KLHDC1
5323	KLHDC10
5324	KLHDC2
5325	KLHDC3
5326	KLHDC4
5327	KLHDC7A
5328	KLHDC8A
5329	KLHDC8B
5330	KLHL11
5331	KLHL12
5332	KLHL14
5333	KLHL17
5334	KLHL18
5335	KLHL2
5336	KLHL20
5337	KLHL21
5338	KLHL22
5339	KLHL23
5340	KLHL24
5341	KLHL25
5342	KLHL26
5343	KLHL28
5344	KLHL29
5345	KLHL3
5346	KLHL34
5347	KLHL35
5348	KLHL36
5349	KLHL4
5350	KLHL42
5351	KLHL5
5352	KLHL6
5353	KLHL7
5354	KLHL8
5355	KLHL9
5356	KLK1
5357	KLK10
5358	KLK11
5359	KLK7
5360	KLKB1
5361	KLLN
5362	KLRB1
5363	KLRC3
5364	KLRD1
5365	KLRF1
5366	KLRG1
5367	KLRG2
5368	KMO
5369	KMT2A
5370	KMT2C
5371	KMT2E
5372	KMT5A
5373	KMT5B
5374	KNDC1
5375	KNL1
5376	KNOP1
5377	KNTC1
5378	KPNA1
5379	KPNA2
5380	KPNA3
5381	KPNA4
5382	KPNA5
5383	KPNA6
5384	KPNB1
5385	KRAS
5386	KRBA1
5387	KRBOX4
5388	KRCC1
5389	KREMEN1
5390	KREMEN2
5391	KRI1
5392	KRIT1
5393	KRR1
5394	KRT1
5395	KRT10
5396	KRT18
5397	KRT23
5398	KRT3
5399	KRT72
5400	KRT73
5401	KRT79
5402	KRT8
5403	KRT81
5404	KRT9
5405	KRTAP11-1
5406	KRTAP3-2
5407	KRTAP4-12
5408	KRTAP4-7
5409	KRTAP9-4
5410	KRTCAP2
5411	KRTCAP3
5412	KSR2
5413	KTN1
5414	KXD1
5415	KY
5416	KYAT3
5417	KYNU
5418	L1CAM
5419	L2HGDH
5420	L3HYPDH
5421	L3MBTL1
5422	L3MBTL2
5423	L3MBTL3
5424	L3MBTL4
5425	LACTB
5426	LACTB2
5427	LAD1
5428	LAG3
5429	LAGE3
5430	LAIR1
5431	LAIR2
5432	LAMA1
5433	LAMA2
5434	LAMA3
5435	LAMA4
5436	LAMA5
5437	LAMB1
5438	LAMB2
5439	LAMB3
5440	LAMB4
5441	LAMC1
5442	LAMC2
5443	LAMC3
5444	LAMP1
5445	LAMP2
5446	LAMP3
5447	LAMP5
5448	LAMTOR1
5449	LAMTOR2
5450	LAMTOR3
5451	LAMTOR5
5452	LANCL1
5453	LANCL2
5454	LAP3
5455	LAPTM4A
5456	LAPTM4B
5457	LAPTM5
5458	LARGE1
5459	LARGE2
5460	LARP1
5461	LARP1B
5462	LARP4
5463	LARP4B
5464	LARP6
5465	LARP7
5466	LARS2
5467	LAS1L
5468	LASP1
5469	LAT
5470	LAT2
5471	LATS1
5472	LATS2
5473	LAX1
5474	LBH
5475	LBR
5476	LBX2-AS1
5477	LCA5L
5478	LCAT
5479	LCE1B
5480	LCK
5481	LCLAT1
5482	LCMT1
5483	LCMT2
5484	LCN12
5485	LCN2
5486	LCNL1
5487	LCOR
5488	LCORL
5489	LCP1
5490	LCP2
5491	LCTL
5492	LDAH
5493	LDB1
5494	LDB2
5495	LDB3
5496	LDHA
5497	LDHAL6A
5498	LDHB
5499	LDHC
5500	LDHD
5501	LDLR
5502	LDLRAD4
5503	LDLRAP1
5504	LDOC1
5505	LEAP2
5506	LEF1
5507	LEF1-AS1
5508	LEMD3
5509	LENG1
5510	LENG8
5511	LEO1
5512	LEP
5513	LEPR
5514	LEPROTL1
5515	LETM1
5516	LETM2
5517	LETMD1
5518	LFNG
5519	LGALS1
5520	LGALS12
5521	LGALS13
5522	LGALS14
5523	LGALS2
5524	LGALS3
5525	LGALS3BP
5526	LGALS4
5527	LGALS8
5528	LGALS9
5529	LGALSL
5530	LGMN
5531	LGR4
5532	LGR5
5533	LGR6
5534	LHCGR
5535	LHFPL1
5536	LHFPL2
5537	LHFPL3
5538	LHFPL4
5539	LHPP
5540	LHX1
5541	LHX4
5542	LHX6
5543	LIAS
5544	LIF
5545	LIFR
5546	LIG1
5547	LIG3
5548	LIG4
5549	LILRA1
5550	LILRA2
5551	LILRA4
5552	LILRA5
5553	LILRB1
5554	LILRB2
5555	LILRB3
5556	LILRB4
5557	LILRB5
5558	LIMA1
5559	LIMCH1
5560	LIMD1
5561	LIMD2
5562	LIME1
5563	LIMK1
5564	LIMK2
5565	LIMS1
5566	LIMS2
5567	LIN37
5568	LIN54
5569	LIN7A
5570	LIN7B
5571	LIN7C
5572	LIN9
5573	LINC00158
5574	LINC00174
5575	LINC00315
5576	LINC00324
5577	LINC00467
5578	LINC00477
5579	LINC00482
5580	LINC00518
5581	LINC00528
5582	LINC00612
5583	LINC00615
5584	LINC00652
5585	LINC00656
5586	LINC00852
5587	LINC00862
5588	LINC00899
5589	LINC01126
5590	LINC01140
5591	LINC01270
5592	LINC01271
5593	LINGO2
5594	LIPA
5595	LIPC
5596	LIPE
5597	LIPF
5598	LIPG
5599	LIPT1
5600	LITAF
5601	LIX1L
5602	LLGL1
5603	LLGL2
5604	LLPH
5605	LMAN1
5606	LMAN2
5607	LMAN2L
5608	LMBR1
5609	LMBR1L
5610	LMBRD1
5611	LMCD1
5612	LMF1
5613	LMF2
5614	LMNA
5615	LMNB1
5616	LMNB2
5617	LMNTD2
5618	LMO1
5619	LMO2
5620	LMO3
5621	LMO4
5622	LMO7
5623	LMOD1
5624	LMOD3
5625	LMTK2
5626	LNPEP
5627	LNX2
5628	LONP1
5629	LONRF1
5630	LONRF3
5631	LOX
5632	LOXHD1
5633	LOXL1
5634	LOXL3
5635	LPA
5636	LPAL2
5637	LPAR1
5638	LPAR2
5639	LPAR3
5640	LPAR4
5641	LPAR5
5642	LPAR6
5643	LPCAT1
5644	LPCAT2
5645	LPCAT3
5646	LPCAT4
5647	LPGAT1
5648	LPIN1
5649	LPIN2
5650	LPL
5651	LPO
5652	LPP
5653	LPXN
5654	LRBA
5655	LRCH3
5656	LRCH4
5657	LRFN3
5658	LRFN4
5659	LRIF1
5660	LRIG1
5661	LRIG2
5662	LRP1
5663	LRP10
5664	LRP12
5665	LRP1B
5666	LRP2
5667	LRP2BP
5668	LRP3
5669	LRP4
5670	LRP5
5671	LRP5L
5672	LRP6
5673	LRP8
5674	LRPAP1
5675	LRPPRC
5676	LRR1
5677	LRRC1
5678	LRRC14
5679	LRRC15
5680	LRRC17
5681	LRRC2
5682	LRRC20
5683	LRRC23
5684	LRRC25
5685	LRRC28
5686	LRRC29
5687	LRRC32
5688	LRRC36
5689	LRRC37A2
5690	LRRC37A3
5691	LRRC37BP1
5692	LRRC40
5693	LRRC41
5694	LRRC42
5695	LRRC45
5696	LRRC47
5697	LRRC49
5698	LRRC56
5699	LRRC57
5700	LRRC59
5701	LRRC61
5702	LRRC8A
5703	LRRC8B
5704	LRRC8D
5705	LRRCC1
5706	LRRFIP1
5707	LRRFIP2
5708	LRRK1
5709	LRRN1
5710	LRRN2
5711	LRRN3
5712	LRRN4CL
5713	LRRTM4
5714	LRSAM1
5715	LRTM1
5716	LRTOMT
5717	LSAMP
5718	LSG1
5719	LSM1
5720	LSM10
5721	LSM11
5722	LSM12
5723	LSM14A
5724	LSM14B
5725	LSM2
5726	LSM3
5727	LSM4
5728	LSM5
5729	LSM6
5730	LSM7
5731	LSM8
5732	LSMEM1
5733	LSP1
5734	LSR
5735	LSS
5736	LST1
5737	LTA
5738	LTB
5739	LTBP1
5740	LTBP2
5741	LTBP3
5742	LTBP4
5743	LTBR
5744	LTF
5745	LTK
5746	LTN1
5747	LTV1
5748	LUC7L
5749	LUC7L2
5750	LUC7L3
5751	LUM
5752	LUZP1
5753	LUZP2
5754	LXN
5755	LY6E
5756	LY6G5C
5757	LY6H
5758	LY75
5759	LY86
5760	LY9
5761	LY96
5762	LYAR
5763	LYG1
5764	LYL1
5765	LYN
5766	LYPD1
5767	LYPD3
5768	LYPD5
5769	LYPLA1
5770	LYPLA2
5771	LYPLAL1
5772	LYRM1
5773	LYRM2
5774	LYRM4
5775	LYRM7
5776	LYRM9
5777	LYSMD2
5778	LYSMD3
5779	LYSMD4
5780	LYST
5781	LYVE1
5782	LYZ
5783	LYZL6
5784	LZIC
5785	LZTFL1
5786	LZTR1
5787	LZTS1
5788	LZTS2
5789	M6PR
5790	MACF1
5791	MACROD1
5792	MACROD2
5793	MAD1L1
5794	MAD2L1
5795	MAD2L1BP
5796	MAD2L2
5797	MADD
5798	MAEA
5799	MAF
5800	MAF1
5801	MAFB
5802	MAFF
5803	MAFG
5804	MAFK
5805	MAG
5806	MAGEA12
5807	MAGEC2
5808	MAGED1
5809	MAGED2
5810	MAGEE1
5811	MAGEF1
5812	MAGEH1
5813	MAGEL2
5814	MAGI2
5815	MAGOHB
5816	MAGT1
5817	MAK
5818	MAK16
5819	MAL
5820	MALL
5821	MALT1
5822	MAMDC4
5823	MAML1
5824	MAML2
5825	MAMLD1
5826	MAMSTR
5827	MAN1A1
5828	MAN1A2
5829	MAN1B1
5830	MAN1C1
5831	MAN2A1
5832	MAN2A2
5833	MAN2B1
5834	MAN2B2
5835	MAN2C1
5836	MANBA
5837	MANBAL
5838	MANEA
5839	MANEAL
5840	MANF
5841	MANSC1
5842	MAOA
5843	MAOB
5844	MAP10
5845	MAP1A
5846	MAP1B
5847	MAP1LC3A
5848	MAP1LC3B
5849	MAP1LC3B2
5850	MAP1S
5851	MAP2
5852	MAP2K1
5853	MAP2K2
5854	MAP2K4
5855	MAP2K5
5856	MAP2K6
5857	MAP2K7
5858	MAP3K1
5859	MAP3K10
5860	MAP3K11
5861	MAP3K12
5862	MAP3K13
5863	MAP3K14
5864	MAP3K15
5865	MAP3K2
5866	MAP3K3
5867	MAP3K4
5868	MAP3K5
5869	MAP3K6
5870	MAP3K7
5871	MAP3K7CL
5872	MAP3K8
5873	MAP3K9
5874	MAP4
5875	MAP4K1
5876	MAP4K2
5877	MAP4K3
5878	MAP4K4
5879	MAP4K5
5880	MAP6D1
5881	MAP7
5882	MAP7D1
5883	MAP7D3
5884	MAP9
5885	MAPK1
5886	MAPK11
5887	MAPK13
5888	MAPK14
5889	MAPK15
5890	MAPK1IP1L
5891	MAPK3
5892	MAPK4
5893	MAPK6
5894	MAPK7
5895	MAPK8IP1
5896	MAPK8IP2
5897	MAPK8IP3
5898	MAPK9
5899	MAPKAP1
5900	MAPKAPK2
5901	MAPKAPK3
5902	MAPKAPK5
5903	MAPKAPK5-AS1
5904	MAPKBP1
5905	MAPRE1
5906	MAPRE2
5907	MAPRE3
5908	MAPT
5909	MARCKS
5910	MARCKSL1
5911	MARCO
5912	MARK1
5913	MARK2
5914	MARK3
5915	MARK4
5916	MARS2
5917	MASP1
5918	MASP2
5919	MAST2
5920	MAST3
5921	MAST4
5922	MASTL
5923	MAT2A
5924	MAT2B
5925	MATK
5926	MATN1-AS1
5927	MATR3
5928	MAU2
5929	MAVS
5930	MAX
5931	MAZ
5932	MB
5933	MB21D2
5934	MBD1
5935	MBD2
5936	MBD3
5937	MBD4
5938	MBD5
5939	MBD6
5940	MBIP
5941	MBLAC2
5942	MBNL1
5943	MBNL2
5944	MBNL3
5945	MBOAT1
5946	MBOAT2
5947	MBOAT7
5948	MBP
5949	MBTD1
5950	MBTPS1
5951	MBTPS2
5952	MC1R
5953	MCAM
5954	MCAT
5955	MCC
5956	MCCC1
5957	MCCC2
5958	MCEE
5959	MCF2
5960	MCF2L
5961	MCF2L2
5962	MCFD2
5963	MCHR2
5964	MCL1
5965	MCM10
5966	MCM2
5967	MCM3
5968	MCM3AP
5969	MCM3AP-AS1
5970	MCM4
5971	MCM5
5972	MCM6
5973	MCM7
5974	MCM8
5975	MCM9
5976	MCMBP
5977	MCMDC2
5978	MCOLN1
5979	MCOLN2
5980	MCOLN3
5981	MCPH1
5982	MCRS1
5983	MCTP1
5984	MCTP2
5985	MCTS1
5986	MCU
5987	MCUB
5988	MCUR1
5989	MDC1
5990	MDFI
5991	MDFIC
5992	MDGA1
5993	MDH1
5994	MDH2
5995	MDK
5996	MDM1
5997	MDM2
5998	MDM4
5999	MDN1
6000	ME1
6001	ME2
6002	ME3
6003	MEA1
6004	MEAF6
6005	MECOM
6006	MECP2
6007	MECR
6008	MED1
6009	MED10
6010	MED11
6011	MED12
6012	MED13
6013	MED13L
6014	MED14
6015	MED15
6016	MED16
6017	MED17
6018	MED19
6019	MED20
6020	MED23
6021	MED24
6022	MED25
6023	MED26
6024	MED27
6025	MED28
6026	MED29
6027	MED30
6028	MED4
6029	MED6
6030	MED7
6031	MED8
6032	MED9
6033	MEF2A
6034	MEF2C
6035	MEF2D
6036	MEFV
6037	MEG3
6038	MEGF10
6039	MEGF6
6040	MEGF8
6041	MEGF9
6042	MEI1
6043	MEIS1
6044	MEIS2
6045	MEIS3
6046	MEIS3P1
6047	MELK
6048	MEN1
6049	MEOX1
6050	MEOX2
6051	MEP1A
6052	MEPCE
6053	MERTK
6054	MEST
6055	MET
6056	METAP1
6057	METAP2
6058	METRN
6059	METRNL
6060	METTL1
6061	METTL13
6062	METTL14
6063	METTL15
6064	METTL17
6065	METTL18
6066	METTL21A
6067	METTL22
6068	METTL25
6069	METTL2B
6070	METTL3
6071	METTL4
6072	METTL5
6073	METTL6
6074	METTL7A
6075	METTL7B
6076	METTL8
6077	METTL9
6078	MEX3C
6079	MEX3D
6080	MFAP1
6081	MFAP3
6082	MFAP3L
6083	MFAP4
6084	MFAP5
6085	MFF
6086	MFGE8
6087	MFHAS1
6088	MFN1
6089	MFN2
6090	MFNG
6091	MFSD1
6092	MFSD10
6093	MFSD11
6094	MFSD12
6095	MFSD13A
6096	MFSD3
6097	MFSD5
6098	MFSD6
6099	MFSD8
6100	MFSD9
6101	MGA
6102	MGAM
6103	MGAT1
6104	MGAT2
6105	MGAT3
6106	MGAT4A
6107	MGAT4B
6108	MGAT5
6109	MGAT5B
6110	MGLL
6111	MGME1
6112	MGMT
6113	MGP
6114	MGRN1
6115	MGST1
6116	MGST2
6117	MGST3
6118	MIA2
6119	MIA3
6120	MIB1
6121	MIB2
6122	MICAL1
6123	MICAL2
6124	MICAL3
6125	MICALL1
6126	MICALL2
6127	MICB
6128	MICU1
6129	MICU2
6130	MID1
6131	MID1IP1
6132	MID2
6133	MIEF1
6134	MIEN1
6135	MIER1
6136	MIER2
6137	MIF
6138	MIF4GD
6139	MIIP
6140	MINK1
6141	MINPP1
6142	MIOS
6143	MIPEP
6144	MIR17HG
6145	MIR7-3HG
6146	MIR9-3HG
6147	MIS12
6148	MIS18A
6149	MIS18BP1
6150	MISP
6151	MITD1
6152	MITF
6153	MIXL1
6154	MKI67
6155	MKKS
6156	MKLN1
6157	MKNK1
6158	MKNK2
6159	MKRN1
6160	MKRN2
6161	MKRN3
6162	MKS1
6163	MLC1
6164	MLEC
6165	MLF1
6166	MLF2
6167	MLH1
6168	MLH3
6169	MLKL
6170	MLLT10
6171	MLLT11
6172	MLLT3
6173	MLLT6
6174	MLPH
6175	MLST8
6176	MLX
6177	MLXIPL
6178	MLYCD
6179	MMAA
6180	MMAB
6181	MMACHC
6182	MMADHC
6183	MMD
6184	MME
6185	MMEL1
6186	MMGT1
6187	MMP11
6188	MMP14
6189	MMP15
6190	MMP16
6191	MMP17
6192	MMP19
6193	MMP2
6194	MMP21
6195	MMP24
6196	MMP25
6197	MMP28
6198	MMP9
6199	MMRN1
6200	MMRN2
6201	MMS19
6202	MN1
6203	MNAT1
6204	MNDA
6205	MNS1
6206	MNT
6207	MOAP1
6208	MOB1A
6209	MOB1B
6210	MOB2
6211	MOB3A
6212	MOB3B
6213	MOB4
6214	MOCOS
6215	MOCS1
6216	MOCS2
6217	MOCS3
6218	MOGS
6219	MOK
6220	MON1A
6221	MON1B
6222	MON2
6223	MORC2
6224	MORC2-AS1
6225	MORC3
6226	MORC4
6227	MORF4L1
6228	MORF4L2
6229	MORN2
6230	MORN3
6231	MOS
6232	MOSPD1
6233	MOSPD2
6234	MOSPD3
6235	MOV10
6236	MOXD1
6237	MPC1
6238	MPC2
6239	MPDU1
6240	MPDZ
6241	MPG
6242	MPHOSPH10
6243	MPHOSPH6
6244	MPHOSPH8
6245	MPHOSPH9
6246	MPI
6247	MPL
6248	MPLKIP
6249	MPND
6250	MPO
6251	MPP1
6252	MPP2
6253	MPP7
6254	MPPE1
6255	MPPED2
6256	MPRIP
6257	MPST
6258	MPV17
6259	MPV17L2
6260	MPZ
6261	MPZL1
6262	MPZL2
6263	MPZL3
6264	MR1
6265	MRAS
6266	MRC2
6267	MREG
6268	MRFAP1
6269	MRFAP1L1
6270	MRGBP
6271	MRGPRF
6272	MRI1
6273	MRM1
6274	MRM3
6275	MROH7
6276	MROH8
6277	MRPL1
6278	MRPL10
6279	MRPL11
6280	MRPL12
6281	MRPL13
6282	MRPL14
6283	MRPL15
6284	MRPL16
6285	MRPL17
6286	MRPL18
6287	MRPL19
6288	MRPL2
6289	MRPL20
6290	MRPL21
6291	MRPL22
6292	MRPL23
6293	MRPL24
6294	MRPL27
6295	MRPL28
6296	MRPL3
6297	MRPL30
6298	MRPL32
6299	MRPL33
6300	MRPL34
6301	MRPL35
6302	MRPL36
6303	MRPL37
6304	MRPL38
6305	MRPL39
6306	MRPL4
6307	MRPL40
6308	MRPL41
6309	MRPL42
6310	MRPL43
6311	MRPL44
6312	MRPL45
6313	MRPL46
6314	MRPL47
6315	MRPL48
6316	MRPL49
6317	MRPL50
6318	MRPL51
6319	MRPL52
6320	MRPL54
6321	MRPL55
6322	MRPL57
6323	MRPL58
6324	MRPL9
6325	MRPS10
6326	MRPS11
6327	MRPS12
6328	MRPS14
6329	MRPS15
6330	MRPS16
6331	MRPS17
6332	MRPS18A
6333	MRPS18B
6334	MRPS18C
6335	MRPS2
6336	MRPS21
6337	MRPS22
6338	MRPS23
6339	MRPS25
6340	MRPS26
6341	MRPS27
6342	MRPS28
6343	MRPS30
6344	MRPS31
6345	MRPS33
6346	MRPS34
6347	MRPS35
6348	MRPS36
6349	MRPS5
6350	MRPS6
6351	MRPS7
6352	MRPS9
6353	MRRF
6354	MRS2
6355	MRTO4
6356	MS4A1
6357	MS4A14
6358	MS4A2
6359	MS4A4A
6360	MS4A6A
6361	MSANTD2
6362	MSANTD3
6363	MSANTD4
6364	MSC
6365	MSH2
6366	MSH3
6367	MSH6
6368	MSI1
6369	MSI2
6370	MSL1
6371	MSL2
6372	MSL3
6373	MSMO1
6374	MSN
6375	MSR1
6376	MSRA
6377	MSRB1
6378	MSRB2
6379	MSRB3
6380	MSS51
6381	MST1
6382	MST1L
6383	MST1R
6384	MSTO1
6385	MSX1
6386	MT1E
6387	MT1F
6388	MT1G
6389	MT1H
6390	MT1M
6391	MT1X
6392	MT2A
6393	MTA1
6394	MTA2
6395	MTA3
6396	MTAP
6397	MTBP
6398	MTCH1
6399	MTCH2
6400	MTCL1
6401	MTCP1
6402	MTDH
6403	MTERF3
6404	MTERF4
6405	MTF1
6406	MTF2
6407	MTFMT
6408	MTFP1
6409	MTFR1
6410	MTFR2
6411	MTG1
6412	MTG2
6413	MTHFD1
6414	MTHFD1L
6415	MTHFD2
6416	MTHFD2L
6417	MTHFR
6418	MTHFSD
6419	MTIF2
6420	MTIF3
6421	MTM1
6422	MTMR1
6423	MTMR10
6424	MTMR11
6425	MTMR12
6426	MTMR14
6427	MTMR2
6428	MTMR3
6429	MTMR4
6430	MTMR6
6431	MTMR7
6432	MTMR9
6433	MTO1
6434	MTOR
6435	MTPAP
6436	MTR
6437	MTRF1
6438	MTRF1L
6439	MTRR
6440	MTSS1
6441	MTUS1
